reading_id,truck_id,timestamp,engine_temp,oil_pressure,tire_pressure,vibration
9d2a27ec-eddf-4688-bcd2-e99a34ec0e65,TRUCK_032,2023-05-24 08:27:09.889535,85.64413979586134,50.32764175561018,95.66969640698589,1.9218853069748105
7dd51cdd-5985-4d87-addb-d51fa4816bde,TRUCK_041,2022-10-30 18:20:21.761083,94.16357507836724,40.62201195382447,118.39600291720168,2.175023201346521
f460090f-d968-4ee0-bdee-5197651cb16e,TRUCK_004,2022-05-14 17:11:54.210421,96.99442796915719,59.731669569906586,110.54090618344067,1.2788978734159477
5716544f-472b-4160-84bb-7152060d10d1,TRUCK_027,2022-11-12 00:33:06.078591,100.33902333010336,47.25144889736295,98.16933470221694,1.744958869046977
8854d869-3269-4208-92d9-578e1ad138ce,TRUCK_036,2021-05-07 11:26:40.615078,94.0037453790999,78.01581363199898,114.7320471546654,0.9058432456828153
8c87ffeb-056b-40f2-b5b0-7cd10cdbbf46,TRUCK_013,2021-05-29 12:16:03.373359,88.8851110148349,43.30509053494579,101.42456564593954,1.2777839383477854
41e59f5c-eeab-498e-8667-1cb32e11a242,TRUCK_001,2023-07-13 13:49:55.668898,99.85940329314063,65.83558425388922,107.9558701224549,1.6566367766383283
e665d781-1d96-4f8d-b1a6-cda078c0fc11,TRUCK_025,2024-10-23 12:38:52.973034,97.2653395453345,59.756101383764886,96.90646479862271,2.2876481050621034
717c2c97-1080-45b9-b95d-65477f65834c,TRUCK_041,2021-02-03 17:48:33.062413,101.2631933912403,55.80336811992956,102.89232623800773,0.4748077522740233
3e1c00d6-639d-4242-a915-47d6f92375ad,TRUCK_021,2021-06-07 22:23:53.191836,98.47585409487236,61.42084748266185,99.16063553894786,1.1631389702007997
c1b4708c-b9be-4b47-9475-ef703a67c5b4,TRUCK_031,2023-11-11 06:02:09.396559,85.1460135467267,64.84364542335146,116.30627394300926,1.5806408061853836
9193e10d-9424-4146-ad07-21d9e9353861,TRUCK_038,2025-09-04 11:07:17.285645,85.45951746644232,41.15166815522342,108.16997960054948,2.4097572021799456
a0deb124-9b14-4f02-b7a3-a1fc54e8cc1a,TRUCK_004,2023-10-10 08:31:51.906779,87.66156957267523,68.12384585714047,107.60894775576199,0.613401046876118
06b0604d-6d98-4e13-86b5-40ec50baa74c,TRUCK_041,2025-02-04 05:57:42.983870,89.56298865045157,46.79848088202252,113.06989012397338,0.3601938914643774
4c121341-e496-4589-8eed-0a1c30b58230,TRUCK_026,2021-06-19 05:01:47.290128,87.41102646256738,78.60653241204528,119.61979310518673,0.8838738357154678
3a811aa9-64d8-4e9f-b7d6-5d012f40b49e,TRUCK_012,2021-05-05 00:48:40.738460,104.22651343518397,67.787462136959,91.23966835208502,0.2019482174441282
248abdc4-9cea-4cdf-a4b1-1afc6df9204a,TRUCK_023,2025-05-07 19:30:48.055007,100.98947656520207,64.83731787777627,101.34860977139529,1.7156365677215153
99d3c832-6ce0-43f2-b7ff-aedc385cb8dc,TRUCK_022,2022-11-09 18:09:49.449403,92.47078658193266,52.231576996271386,102.83525107737185,0.8200247087075763
e085d81b-ed0d-4d47-b3db-3c054aa79f68,TRUCK_010,2023-08-27 20:28:50.837401,92.88985006645521,52.80976492959225,106.61090006016506,1.7877016555559544
2acb43ed-8060-40d9-815d-b071f5532eef,TRUCK_015,2023-06-06 13:50:04.269214,90.40204878244946,73.84854670099656,90.71172653983879,0.45577909391333526
aefb1596-38d1-4e33-aa83-13b3616b02f6,TRUCK_008,2023-02-22 00:07:11.000413,87.04435264809338,73.05189533654269,114.63914405031257,1.3216518937539055
